filename,topic,outlet,article,likes,shares,comments,nv1,proximity,clickbait,direction,personalization,filename_surveycompany
"centralize_nrk_18_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nrk,18,"6,7k",7,4,neutral,Norway,True,decentralize,True,04362.png
centralize_aftenposten_18_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,aftenposten,18,23,7,4,neutral,Norway,True,decentralize,True,04443.png
"centralize_vg_18_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,vg,18,"6,7k",7,4,neutral,Norway,True,decentralize,True,04478.png
"centralize_nettavisen_18_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nettavisen,18,"6,7k",7,4,neutral,Norway,True,decentralize,True,04545.png
centralize_resett_18_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,resett,18,23,7,432,neutral,Norway,True,decentralize,True,04557.png
"centralize_dagbladet_18_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,dagbladet,18,"6,7k",7,432,neutral,Norway,True,decentralize,True,04595.png
centralize_klassekampen_18_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,klassekampen,18,23,7,432,neutral,Norway,True,decentralize,True,04605.png
"centralize_nrk_18_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,nrk,18,"6,7k",987,4,neutral,Norway,True,decentralize,True,04663.png
"centralize_dagbladet_18_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,dagbladet,18,"6,7k",987,4,neutral,Norway,True,decentralize,True,04671.png
"centralize_dagbladet_18_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,dagbladet,18,"6,7k",7,4,neutral,Norway,True,decentralize,True,04794.png
centralize_aftenposten_18_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,aftenposten,18,23,987,432,neutral,Norway,True,decentralize,True,04807.png
centralize_dagbladet_18_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,dagbladet,18,23,987,4,neutral,Norway,True,decentralize,True,04884.png
"centralize_nettavisen_18_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,nettavisen,18,"6,7k",987,432,neutral,Norway,True,decentralize,True,04925.png
centralize_vg_18_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,vg,18,23,7,432,neutral,Norway,True,decentralize,True,05006.png
"centralize_vg_18_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,vg,18,"6,7k",987,432,neutral,Norway,True,decentralize,True,05007.png
"centralize_resett_18_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,resett,18,"6,7k",7,4,neutral,Norway,True,decentralize,True,05104.png
centralize_nrk_18_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,nrk,18,23,7,4,neutral,Norway,True,decentralize,True,05134.png
centralize_nettavisen_18_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,nettavisen,18,23,7,4,neutral,Norway,True,decentralize,True,05167.png
centralize_resett_18_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,resett,18,23,7,4,neutral,Norway,True,decentralize,True,05179.png
centralize_resett_18_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,resett,18,23,987,432,neutral,Norway,True,decentralize,True,05223.png
"centralize_resett_18_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,resett,18,"6,7k",987,432,neutral,Norway,True,decentralize,True,05291.png
centralize_klassekampen_18_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,klassekampen,18,23,987,4,neutral,Norway,True,decentralize,True,05307.png
"centralize_klassekampen_18_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,klassekampen,18,"6,7k",987,4,neutral,Norway,True,decentralize,True,05324.png
"centralize_nrk_18_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,nrk,18,"6,7k",7,432,neutral,Norway,True,decentralize,True,05327.png
"centralize_aftenposten_18_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,aftenposten,18,"6,7k",7,4,neutral,Norway,True,decentralize,True,05340.png
"centralize_nettavisen_18_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,nettavisen,18,"6,7k",7,432,neutral,Norway,True,decentralize,True,05346.png
"centralize_aftenposten_19_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,aftenposten,19,"6,7k",7,432,neutral,Norway,True,decentralize,False,02692.png
"centralize_nettavisen_19_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,nettavisen,19,"6,7k",7,432,neutral,Norway,True,decentralize,False,02707.png
"centralize_dagbladet_19_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,dagbladet,19,"6,7k",7,4,neutral,Norway,True,decentralize,False,02807.png
"centralize_vg_19_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,vg,19,"6,7k",987,4,neutral,Norway,True,decentralize,False,02822.png
centralize_klassekampen_19_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,klassekampen,19,23,7,432,neutral,Norway,True,decentralize,False,02839.png
"centralize_dagbladet_19_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,dagbladet,19,"6,7k",987,4,neutral,Norway,True,decentralize,False,02844.png
centralize_dagbladet_19_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,dagbladet,19,23,7,4,neutral,Norway,True,decentralize,False,02880.png
centralize_nettavisen_19_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nettavisen,19,23,987,432,neutral,Norway,True,decentralize,False,02906.png
centralize_resett_19_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,resett,19,23,987,432,neutral,Norway,True,decentralize,False,02913.png
centralize_klassekampen_19_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,klassekampen,19,23,987,4,neutral,Norway,True,decentralize,False,02925.png
"centralize_nrk_19_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,nrk,19,"6,7k",987,432,neutral,Norway,True,decentralize,False,02930.png
centralize_resett_19_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,resett,19,23,7,432,neutral,Norway,True,decentralize,False,02950.png
centralize_vg_19_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,vg,19,23,987,432,neutral,Norway,True,decentralize,False,02991.png
"centralize_dagbladet_19_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,dagbladet,19,"6,7k",7,432,neutral,Norway,True,decentralize,False,03004.png
centralize_vg_19_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,vg,19,23,7,432,neutral,Norway,True,decentralize,False,03032.png
"centralize_dagbladet_19_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,dagbladet,19,"6,7k",987,432,neutral,Norway,True,decentralize,False,03123.png
"centralize_vg_19_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,vg,19,"6,7k",7,4,neutral,Norway,True,decentralize,False,03234.png
centralize_nrk_19_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,nrk,19,23,7,4,neutral,Norway,True,decentralize,False,03265.png
centralize_nettavisen_19_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nettavisen,19,23,987,4,neutral,Norway,True,decentralize,False,03377.png
centralize_aftenposten_19_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,aftenposten,19,23,7,4,neutral,Norway,True,decentralize,False,03426.png
"centralize_vg_19_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,vg,19,"6,7k",7,432,neutral,Norway,True,decentralize,False,03530.png
centralize_vg_19_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,vg,19,23,7,4,neutral,Norway,True,decentralize,False,03546.png
centralize_nrk_19_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nrk,19,23,987,4,neutral,Norway,True,decentralize,False,03557.png
centralize_aftenposten_19_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,aftenposten,19,23,987,4,neutral,Norway,True,decentralize,False,03637.png
centralize_dagbladet_19_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,dagbladet,19,23,987,432,neutral,Norway,True,decentralize,False,03667.png
centralize_resett_19_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,resett,19,23,987,4,neutral,Norway,True,decentralize,False,03741.png
centralize_klassekampen_19_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,klassekampen,19,23,987,432,neutral,Norway,True,decentralize,False,03752.png
centralize_dagbladet_19_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,dagbladet,19,23,987,4,neutral,Norway,True,decentralize,False,03770.png
centralize_aftenposten_19_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,aftenposten,19,23,987,432,neutral,Norway,True,decentralize,False,03813.png
"centralize_aftenposten_19_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,aftenposten,19,"6,7k",987,4,neutral,Norway,True,decentralize,False,03877.png
"centralize_nettavisen_19_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nettavisen,19,"6,7k",7,4,neutral,Norway,True,decentralize,False,03906.png
centralize_nrk_19_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,nrk,19,23,7,432,neutral,Norway,True,decentralize,False,04036.png
"centralize_nettavisen_19_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,nettavisen,19,"6,7k",987,432,neutral,Norway,True,decentralize,False,04041.png
"centralize_nettavisen_19_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,nettavisen,19,"6,7k",987,4,neutral,Norway,True,decentralize,False,04066.png
"centralize_klassekampen_19_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,klassekampen,19,"6,7k",987,432,neutral,Norway,True,decentralize,False,04164.png
"centralize_klassekampen_19_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,klassekampen,19,"6,7k",7,4,neutral,Norway,True,decentralize,False,04171.png
centralize_resett_19_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,resett,19,23,7,4,neutral,Norway,True,decentralize,False,04344.png
"centralize_aftenposten_19_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,aftenposten,19,"6,7k",987,432,neutral,Norway,True,decentralize,False,04351.png
"centralize_nrk_19_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nrk,19,"6,7k",7,4,neutral,Norway,True,decentralize,False,04406.png
"centralize_nrk_19_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,nrk,19,"6,7k",7,432,neutral,Norway,True,decentralize,False,04509.png
centralize_dagbladet_19_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,dagbladet,19,23,7,432,neutral,Norway,True,decentralize,False,04516.png
centralize_klassekampen_19_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,klassekampen,19,23,7,4,neutral,Norway,True,decentralize,False,04652.png
centralize_nettavisen_19_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,nettavisen,19,23,7,432,neutral,Norway,True,decentralize,False,04660.png
"centralize_resett_19_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,resett,19,"6,7k",7,432,neutral,Norway,True,decentralize,False,04661.png
"centralize_aftenposten_19_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,aftenposten,19,"6,7k",7,4,neutral,Norway,True,decentralize,False,04667.png
"centralize_klassekampen_19_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,klassekampen,19,"6,7k",7,432,neutral,Norway,True,decentralize,False,04681.png
centralize_vg_19_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,vg,19,23,987,4,neutral,Norway,True,decentralize,False,04729.png
"centralize_resett_19_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,resett,19,"6,7k",987,432,neutral,Norway,True,decentralize,False,04846.png
centralize_nettavisen_19_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,nettavisen,19,23,7,4,neutral,Norway,True,decentralize,False,04912.png
"centralize_resett_19_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,resett,19,"6,7k",7,4,neutral,Norway,True,decentralize,False,04962.png
"centralize_resett_19_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,resett,19,"6,7k",987,4,neutral,Norway,True,decentralize,False,05008.png
centralize_aftenposten_19_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,aftenposten,19,23,7,432,neutral,Norway,True,decentralize,False,05062.png
"centralize_klassekampen_19_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,klassekampen,19,"6,7k",987,4,neutral,Norway,True,decentralize,False,05108.png
centralize_nrk_19_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nrk,19,23,987,432,neutral,Norway,True,decentralize,False,05132.png
"centralize_nrk_19_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,nrk,19,"6,7k",987,4,neutral,Norway,True,decentralize,False,05201.png
"centralize_vg_19_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,vg,19,"6,7k",987,432,neutral,Norway,True,decentralize,False,05323.png
"centralize_klassekampen_20_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,klassekampen,20,"6,7k",7,432,neutral,Norway,False,centralize,True,02693.png
centralize_resett_20_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,resett,20,23,7,432,neutral,Norway,False,centralize,True,02728.png
centralize_nrk_20_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,nrk,20,23,7,432,neutral,Norway,False,centralize,True,02744.png
"centralize_vg_20_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,vg,20,"6,7k",987,432,neutral,Norway,False,centralize,True,02853.png
"centralize_nettavisen_20_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nettavisen,20,"6,7k",7,4,neutral,Norway,False,centralize,True,02900.png
centralize_dagbladet_20_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,dagbladet,20,23,987,4,neutral,Norway,False,centralize,True,02919.png
"centralize_aftenposten_20_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,aftenposten,20,"6,7k",7,4,neutral,Norway,False,centralize,True,02923.png
"centralize_aftenposten_20_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,aftenposten,20,"6,7k",7,432,neutral,Norway,False,centralize,True,02998.png
"centralize_aftenposten_20_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,aftenposten,20,"6,7k",987,432,neutral,Norway,False,centralize,True,03047.png
"centralize_nrk_20_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nrk,20,"6,7k",7,4,neutral,Norway,False,centralize,True,03106.png
"centralize_dagbladet_20_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,dagbladet,20,"6,7k",987,4,neutral,Norway,False,centralize,True,03200.png
centralize_resett_20_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,resett,20,23,987,4,neutral,Norway,False,centralize,True,03293.png
"centralize_resett_20_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,resett,20,"6,7k",7,4,neutral,Norway,False,centralize,True,03296.png
"centralize_resett_20_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,resett,20,"6,7k",987,4,neutral,Norway,False,centralize,True,03304.png
centralize_dagbladet_20_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,dagbladet,20,23,7,432,neutral,Norway,False,centralize,True,03368.png
centralize_vg_20_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,vg,20,23,987,4,neutral,Norway,False,centralize,True,03386.png
centralize_klassekampen_20_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,klassekampen,20,23,7,432,neutral,Norway,False,centralize,True,03423.png
centralize_aftenposten_20_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,aftenposten,20,23,7,4,neutral,Norway,False,centralize,True,03516.png
"centralize_nrk_20_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,nrk,20,"6,7k",987,4,neutral,Norway,False,centralize,True,03577.png
centralize_klassekampen_20_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,klassekampen,20,23,987,432,neutral,Norway,False,centralize,True,03613.png
centralize_aftenposten_20_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,aftenposten,20,23,987,432,neutral,Norway,False,centralize,True,03683.png
centralize_dagbladet_20_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,dagbladet,20,23,7,4,neutral,Norway,False,centralize,True,03699.png
"centralize_vg_20_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,vg,20,"6,7k",7,432,neutral,Norway,False,centralize,True,03703.png
centralize_nettavisen_20_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nettavisen,20,23,987,4,neutral,Norway,False,centralize,True,03706.png
"centralize_klassekampen_20_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,klassekampen,20,"6,7k",987,432,neutral,Norway,False,centralize,True,03841.png
"centralize_klassekampen_20_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,klassekampen,20,"6,7k",987,4,neutral,Norway,False,centralize,True,03845.png
centralize_vg_20_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,vg,20,23,7,432,neutral,Norway,False,centralize,True,03859.png
"centralize_dagbladet_20_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,dagbladet,20,"6,7k",7,432,neutral,Norway,False,centralize,True,03918.png
centralize_nrk_20_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nrk,20,23,987,432,neutral,Norway,False,centralize,True,04038.png
centralize_vg_20_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,vg,20,23,7,4,neutral,Norway,False,centralize,True,04062.png
"centralize_nrk_20_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,nrk,20,"6,7k",987,432,neutral,Norway,False,centralize,True,04082.png
